996
11
415827147
1747606549
 0 1 1 34 79  9 (D 0,1,1) (S 62,21,24) (S 69,24,21) (S 70,20,17) (S 55,17,13) (S 52,18,13) (S 31,13,7) (S 22,7,7) (D 0,1,1)
 0 1 2 34 78  8 (D 0,1,1) (S 49,38,39) (S 66,39,5) (S 72,5,4) (S 54,3,37) (S 58,37,3) (S 25,13,13) (D 0,1,1)
 0 1 3 56 71  7 (D 0,1,1) (S 38,1,35) (S 6,35,35) (S 29,35,36) (S 8,36,36) (S 42,36,2) (D 0,1,1)
 0 1 4 43 74  6 (D 0,1,1) (S 32,14,15) (S 46,15,9) (S 14,8,8) (S 51,8,40) (D 0,1,1)
 0 1 5 49 88  10 (D 0,1,1) (S 33,29,30) (S 45,30,31) (S 56,31,37) (S 4,37,37) (S 63,37,38) (S 5,38,38) (S 67,37,30) (S 28,29,36) (D 0,1,1)
 0 1 6 51 85  7 (D 0,1,1) (S 18,26,26) (S 39,34,27) (S 17,27,27) (S 1,28,28) (S 60,28,35) (D 0,1,1)
 0 1 7 48 79  10 (D 0,1,1) (S 34,1,6) (S 73,2,1) (S 53,1,11) (S 21,11,11) (S 76,16,15) (S 59,15,16) (S 12,16,16) (S 30,16,11) (D 0,1,1)
 0 1 8 54 110  10 (D 0,1,1) (S 26,3,3) (S 57,3,4) (S 3,4,4) (S 19,31,31) (S 2,39,39) (S 65,5,39) (S 35,39,32) (S 50,32,31) (D 0,1,1)
 0 1 9 60 98  9 (D 0,1,1) (S 23,2,2) (S 13,6,6) (S 24,12,12) (S 47,12,11) (S 61,11,12) (S 74,1,40) (S 20,40,40) (D 0,1,1)
 0 1 10 65 119  11 (D 0,1,1) (S 27,18,18) (S 40,18,19) (S 7,22,22) (S 71,21,22) (S 36,22,25) (S 37,25,24) (S 9,23,23) (S 75,21,20) (S 16,20,20) (D 0,1,1)
 0 1 11 65 115  11 (D 0,1,1) (S 43,33,26) (S 68,26,33) (S 10,33,33) (S 41,33,34) (S 64,34,35) (S 44,8,9) (S 15,10,10) (S 48,10,9) (S 11,9,9) (D 0,1,1)
